fiche_id,source_file,page_key,source_image,document_type,client,maintenance_number,address,service_date,service_time,technician_name,sav_numbers,service_types,diffuser_controls,recharge_entries,issue,recommendation,satisfied_service,parfum_bien_diffuse,signature_text,searchable_text,raw_payload
AROMAIR_Rapport_Detaille_Confusion:section_5:section_5,data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx,section_5,,knowledge_base_entry,knowledge:docx_report,,,,,,,,,,3. IMPORTANCE DES DISTINCTIONS DANS LE CADRE DE L’EXPERTISE,"L’ensemble des trophées, reconnaissances institutionnelles, participations à des programmes internationaux, interventions médiatiques et présences sur des salons constitue un faisceau d’indices objectifs permettant d’apprécier le positionnement réel de AROMAIR.
Ces éléments ne relèvent pas d’une simple communication commerciale : ils participent à l’établissement de faits pertinents dans le cadre de l’expertise, en démontrant de manière concrète la réalité de l’activité de l’entreprise, l’ampleur de son rayonnement et la confiance qui lui a été accordée par des acteurs publics, privés et internationaux.
À ce titre, ils permettent d’établir clairement que la société AROMAIR dispose :
• d’une activité industrielle réelle et reconnue ;
• d’une capacité d’innovation validée à l’échelle internationale ;
• d’une crédibilité institutionnelle auprès des organisations internationales et des autorités publiques ;
• d’une contribution active à la promotion de l’industrie tunisienne à l’international.
Ces éléments contribuent à établir clairement la légitimité, l’antériorité et la notoriété de la société AROMAIR.",,,,"Question: 3. IMPORTANCE DES DISTINCTIONS DANS LE CADRE DE L’EXPERTISE
Answer: L’ensemble des trophées, reconnaissances institutionnelles, participations à des programmes internationaux, interventions médiatiques et présences sur des salons constitue un faisceau d’indices objectifs permettant d’apprécier le positionnement réel de AROMAIR.
Ces éléments ne relèvent pas d’une simple communication commerciale : ils participent à l’établissement de faits pertinents dans le cadre de l’expertise, en démontrant de manière concrète la réalité de l’activité de l’entreprise, l’ampleur de son rayonnement et la confiance qui lui a été accordée par des acteurs publics, privés et internationaux.
À ce titre, ils permettent d’établir clairement que la société AROMAIR dispose :
• d’une activité industrielle réelle et reconnue ;
• d’une capacité d’innovation validée à l’échelle internationale ;
• d’une crédibilité institutionnelle auprès des organisations internationales et des autorités publiques ;
• d’une contribution active à la promotion de l’industrie tunisienne à l’international.
Ces éléments contribuent à établir clairement la légitimité, l’antériorité et la notoriété de la société AROMAIR.
Category: docx_report
Source: data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx","{""question"": ""3. IMPORTANCE DES DISTINCTIONS DANS LE CADRE DE L’EXPERTISE"", ""answer"": ""L’ensemble des trophées, reconnaissances institutionnelles, participations à des programmes internationaux, interventions médiatiques et présences sur des salons constitue un faisceau d’indices objectifs permettant d’apprécier le positionnement réel de AROMAIR.\nCes éléments ne relèvent pas d’une simple communication commerciale : ils participent à l’établissement de faits pertinents dans le cadre de l’expertise, en démontrant de manière concrète la réalité de l’activité de l’entreprise, l’ampleur de son rayonnement et la confiance qui lui a été accordée par des acteurs publics, privés et internationaux.\nÀ ce titre, ils permettent d’établir clairement que la société AROMAIR dispose :\n• d’une activité industrielle réelle et reconnue ;\n• d’une capacité d’innovation validée à l’échelle internationale ;\n• d’une crédibilité institutionnelle auprès des organisations internationales et des autorités publiques ;\n• d’une contribution active à la promotion de l’industrie tunisienne à l’international.\nCes éléments contribuent à établir clairement la légitimité, l’antériorité et la notoriété de la société AROMAIR."", ""category"": ""docx_report"", ""source_format"": ""docx"", ""section_index"": 5}"
AROMAIR_Rapport_Detaille_Confusion:section_6:section_6,data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx,section_6,,knowledge_base_entry,knowledge:docx_report,,,,,,,,,,"4. DISTINCTIONS, RECONNAISSANCES INSTITUTIONNELLES ET LEADERSHIP ENTREPRENEURIAL","Au cours de son développement, la société AROMAIR a obtenu plusieurs reconnaissances nationales et internationales attestant de son innovation, de son sérieux industriel et de la confiance accordée par les institutions publiques et les organisations internationales. Ces distinctions reflètent la crédibilité de l’entreprise ainsi que sa contribution à la promotion de l’innovation et de l’industrie tunisienne à l’échelle internationale.",,,,"Question: 4. DISTINCTIONS, RECONNAISSANCES INSTITUTIONNELLES ET LEADERSHIP ENTREPRENEURIAL
Answer: Au cours de son développement, la société AROMAIR a obtenu plusieurs reconnaissances nationales et internationales attestant de son innovation, de son sérieux industriel et de la confiance accordée par les institutions publiques et les organisations internationales. Ces distinctions reflètent la crédibilité de l’entreprise ainsi que sa contribution à la promotion de l’innovation et de l’industrie tunisienne à l’échelle internationale.
Category: docx_report
Source: data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx","{""question"": ""4. DISTINCTIONS, RECONNAISSANCES INSTITUTIONNELLES ET LEADERSHIP ENTREPRENEURIAL"", ""answer"": ""Au cours de son développement, la société AROMAIR a obtenu plusieurs reconnaissances nationales et internationales attestant de son innovation, de son sérieux industriel et de la confiance accordée par les institutions publiques et les organisations internationales. Ces distinctions reflètent la crédibilité de l’entreprise ainsi que sa contribution à la promotion de l’innovation et de l’industrie tunisienne à l’échelle internationale."", ""category"": ""docx_report"", ""source_format"": ""docx"", ""section_index"": 6}"
AROMAIR_Rapport_Detaille_Confusion:section_7:section_7,data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx,section_7,,knowledge_base_entry,knowledge:docx_report,,,,,,,,,,4.1. Reconnaissances internationales en innovation,"• CleanTech Open – Silicon Valley (San Francisco) 2022: participation au programme international CleanTech Open, reconnu comme l’un des principaux programmes mondiaux d’accompagnement des entreprises innovantes dans le domaine des technologies propres.
• Alumni CleanTech Open – San Francisco 2022 : intégration au réseau international des entreprises innovantes issues de ce programme.
• Classement parmi les 100 sociétés les plus innovantes au monde (F6S – USA) 2025 : AROMAIR a été reconnue parmi les 100 sociétés les plus innovantes à l’échelle internationale, confirmant son potentiel technologique et entrepreneurial.
* Admi au programme européen « EIC : Europeen Innovation Council », comme société présentant une innovation de rupture et seule entreprise tunisienne qui a réussi à franchir ce cap, pour un financement de 2.5 Millions d’Euro ( programme en cous)",,,,"Question: 4.1. Reconnaissances internationales en innovation
Answer: • CleanTech Open – Silicon Valley (San Francisco) 2022: participation au programme international CleanTech Open, reconnu comme l’un des principaux programmes mondiaux d’accompagnement des entreprises innovantes dans le domaine des technologies propres.
• Alumni CleanTech Open – San Francisco 2022 : intégration au réseau international des entreprises innovantes issues de ce programme.
• Classement parmi les 100 sociétés les plus innovantes au monde (F6S – USA) 2025 : AROMAIR a été reconnue parmi les 100 sociétés les plus innovantes à l’échelle internationale, confirmant son potentiel technologique et entrepreneurial.
* Admi au programme européen « EIC : Europeen Innovation Council », comme société présentant une innovation de rupture et seule entreprise tunisienne qui a réussi à franchir ce cap, pour un financement de 2.5 Millions d’Euro ( programme en cous)
Category: docx_report
Source: data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx","{""question"": ""4.1. Reconnaissances internationales en innovation"", ""answer"": ""• CleanTech Open – Silicon Valley (San Francisco) 2022: participation au programme international CleanTech Open, reconnu comme l’un des principaux programmes mondiaux d’accompagnement des entreprises innovantes dans le domaine des technologies propres.\n• Alumni CleanTech Open – San Francisco 2022 : intégration au réseau international des entreprises innovantes issues de ce programme.\n• Classement parmi les 100 sociétés les plus innovantes au monde (F6S – USA) 2025 : AROMAIR a été reconnue parmi les 100 sociétés les plus innovantes à l’échelle internationale, confirmant son potentiel technologique et entrepreneurial.\n* Admi au programme européen « EIC : Europeen Innovation Council », comme société présentant une innovation de rupture et seule entreprise tunisienne qui a réussi à franchir ce cap, pour un financement de 2.5 Millions d’Euro ( programme en cous)"", ""category"": ""docx_report"", ""source_format"": ""docx"", ""section_index"": 7}"
AROMAIR_Rapport_Detaille_Confusion:section_8:section_8,data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx,section_8,,knowledge_base_entry,knowledge:docx_report,,,,,,,,,,4.2. Distinctions et reconnaissances en Europe et à l’international,"A- Brevets et protection internationale
AROMAIR a développé en interne un système de diffusion de parfum innovant, conçu et maîtrisé par ses équipes.
Ce système a fait l’objet de :
Un brevet déposé en France
Une extension internationale via une procédure PCT (Patent Cooperation Treaty)couvrant notamment :
l’Europe
les États-Unis
Ces éléments attestent :
de la capacité d’innovation propre de l’entreprise
de la protection internationale de sa technologie
d’un niveau d’ingénierie avancé dans son domaine
B- Développement technologique continu
Au-delà du brevet initial, AROMAIR a poursuivi le développement de son système en intégrant :
des améliorations techniques continues
des optimisations de performance
des évolutions technologiques propres
Ce processus de R&D positionne l’entreprise comme :
un concepteur de solutions technologiques
un acteur actif dans l’innovation industrielle
C- Positionnement technologique
Grâce à ses développements brevetés et à son savoir-faire, AROMAIR se positionne comme :
* un acteur spécialisé dans les systèmes de diffusion de parfum à l’échelle internationale
*disposant d’une approche :
technique
industrielle
innovante",,,,"Question: 4.2. Distinctions et reconnaissances en Europe et à l’international
Answer: A- Brevets et protection internationale
AROMAIR a développé en interne un système de diffusion de parfum innovant, conçu et maîtrisé par ses équipes.
Ce système a fait l’objet de :
Un brevet déposé en France
Une extension internationale via une procédure PCT (Patent Cooperation Treaty)couvrant notamment :
l’Europe
les États-Unis
Ces éléments attestent :
de la capacité d’innovation propre de l’entreprise
de la protection internationale de sa technologie
d’un niveau d’ingénierie avancé dans son domaine
B- Développement technologique continu
Au-delà du brevet initial, AROMAIR a poursuivi le développement de son système en intégrant :
des améliorations techniques continues
des optimisations de performance
des évolutions technologiques propres
Ce processus de R&D positionne l’entreprise comme :
un concepteur de solutions technologiques
un acteur actif dans l’innovation industrielle
C- Positionnement technologique
Grâce à ses développements brevetés et à son savoir-faire, AROMAIR se positionne comme :
* un acteur spécialisé dans les systèmes de diffusion de parfum à l’échelle internationale
*disposant d’une approche :
technique
industrielle
innovante
Category: docx_report
Source: data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx","{""question"": ""4.2. Distinctions et reconnaissances en Europe et à l’international"", ""answer"": ""A- Brevets et protection internationale\nAROMAIR a développé en interne un système de diffusion de parfum innovant, conçu et maîtrisé par ses équipes.\nCe système a fait l’objet de :\nUn brevet déposé en France\nUne extension internationale via une procédure PCT (Patent Cooperation Treaty)couvrant notamment :\nl’Europe\nles États-Unis\nCes éléments attestent :\nde la capacité d’innovation propre de l’entreprise\nde la protection internationale de sa technologie\nd’un niveau d’ingénierie avancé dans son domaine\nB- Développement technologique continu\nAu-delà du brevet initial, AROMAIR a poursuivi le développement de son système en intégrant :\ndes améliorations techniques continues\ndes optimisations de performance\ndes évolutions technologiques propres\nCe processus de R&D positionne l’entreprise comme :\nun concepteur de solutions technologiques\nun acteur actif dans l’innovation industrielle\nC- Positionnement technologique\nGrâce à ses développements brevetés et à son savoir-faire, AROMAIR se positionne comme :\n* un acteur spécialisé dans les systèmes de diffusion de parfum à l’échelle internationale\n*disposant d’une approche :\ntechnique\nindustrielle\ninnovante"", ""category"": ""docx_report"", ""source_format"": ""docx"", ""section_index"": 8}"
AROMAIR_Rapport_Detaille_Confusion:section_9:section_9,data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx,section_9,,knowledge_base_entry,knowledge:docx_report,,,,,,,,,,4.3. Reconnaissances nationales en Tunisie,"• Trophée Femme Entrepreneur 2024 – secteur Industrie (Tunisie) : distinction attribuée pour la contribution au développement industriel et à l’innovation technologique en Tunisie.
• Statut d’Opérateur Économique Agréé (OEA) 2020 : statut officiel délivré par l’État tunisien attestant de la fiabilité, de la conformité et de la transparence des opérations économiques de l’entreprise.",,,,"Question: 4.3. Reconnaissances nationales en Tunisie
Answer: • Trophée Femme Entrepreneur 2024 – secteur Industrie (Tunisie) : distinction attribuée pour la contribution au développement industriel et à l’innovation technologique en Tunisie.
• Statut d’Opérateur Économique Agréé (OEA) 2020 : statut officiel délivré par l’État tunisien attestant de la fiabilité, de la conformité et de la transparence des opérations économiques de l’entreprise.
Category: docx_report
Source: data\raw_json\AROMAIR_Rapport_Detaille_Confusion.docx","{""question"": ""4.3. Reconnaissances nationales en Tunisie"", ""answer"": ""• Trophée Femme Entrepreneur 2024 – secteur Industrie (Tunisie) : distinction attribuée pour la contribution au développement industriel et à l’innovation technologique en Tunisie.\n• Statut d’Opérateur Économique Agréé (OEA) 2020 : statut officiel délivré par l’État tunisien attestant de la fiabilité, de la conformité et de la transparence des opérations économiques de l’entreprise."", ""category"": ""docx_report"", ""source_format"": ""docx"", ""section_index"": 9}"
output_json:response_1_question_10:response_1_question_10,data\raw_json\output_json.json,response_1_question_10,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Que faire en cas de nouvelle anomalie non encore rencontrée ?,"ca dépend anomalie. si bouchage, on doit changer la tête de nébulisation, changer de formule ou bien changer le parfum",,,,"Question: Que faire en cas de nouvelle anomalie non encore rencontrée ?
Answer: ca dépend anomalie. si bouchage, on doit changer la tête de nébulisation, changer de formule ou bien changer le parfum
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Que faire en cas de nouvelle anomalie non encore rencontrée ?"", ""answer"": ""ca dépend anomalie. si bouchage, on doit changer la tête de nébulisation, changer de formule ou bien changer le parfum"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_11:response_1_question_11,data\raw_json\output_json.json,response_1_question_11,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Comment réagir en cas de panne du diffuseur ?,"c dépend origine de la panne, si pompe, il faut 100% faire rapration atelier, si Soft alors selon model diffuseur : si ASTREE OU ICEBERG réparation 100ù à l'atelier et si ZEE300 ZEE600 et A150 réparation atelier, et si AROMAIR100 ou ZEPHYR OU CENTRALE la réparation par le changement de la carte se fasse chez le client et en temps réel",,,,"Question: Comment réagir en cas de panne du diffuseur ?
Answer: c dépend origine de la panne, si pompe, il faut 100% faire rapration atelier, si Soft alors selon model diffuseur : si ASTREE OU ICEBERG réparation 100ù à l'atelier et si ZEE300 ZEE600 et A150 réparation atelier, et si AROMAIR100 ou ZEPHYR OU CENTRALE la réparation par le changement de la carte se fasse chez le client et en temps réel
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Comment réagir en cas de panne du diffuseur ?"", ""answer"": ""c dépend origine de la panne, si pompe, il faut 100% faire rapration atelier, si Soft alors selon model diffuseur : si ASTREE OU ICEBERG réparation 100ù à l'atelier et si ZEE300 ZEE600 et A150 réparation atelier, et si AROMAIR100 ou ZEPHYR OU CENTRALE la réparation par le changement de la carte se fasse chez le client et en temps réel"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_12:response_1_question_12,data\raw_json\output_json.json,response_1_question_12,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Peut-on modifier la fréquence en cas de diffusion trop forte ?,oui,,,,"Question: Peut-on modifier la fréquence en cas de diffusion trop forte ?
Answer: oui
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Peut-on modifier la fréquence en cas de diffusion trop forte ?"", ""answer"": ""oui"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_13:response_1_question_13,data\raw_json\output_json.json,response_1_question_13,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Peut-on modifier la fréquence en cas de diffusion trop faible ?,oui,,,,"Question: Peut-on modifier la fréquence en cas de diffusion trop faible ?
Answer: oui
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Peut-on modifier la fréquence en cas de diffusion trop faible ?"", ""answer"": ""oui"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_14:response_1_question_14,data\raw_json\output_json.json,response_1_question_14,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Quel est le seuil de poids acceptable pour remplacer la bouteille ?,"ca dépend de type de parfum , type de contrat et type de la commande. Si , le parfum est périmé ( à dépassé 6 mois ou un plus de 1 an), alors on doit obligatoirement changer la bouteille même si elle est pleine, et si on a essayé plusieurs fois changer la tete et essayé à la déboucher sans réusltat alors il faut changer la bouteille même si elle est pleine. MAintenant en cas de contrat de mise à disposition on fait le choix de le debut ( selon convention) si on va ajouter le parfum en vrac, ou bien on change toute la bouteille et pour les clients qui passe une commande et le client a passé moins de 2 bouteilles par an ( cad un client à faible rendement) et que la bouteille a dépassé 4 mois , alors  on change la bouteille si est seulement la quantité existante inférieur à 100 ml et que la diffusion est faible ou bien le parfum est faible. mais en général si même tout va bien ( cad diffusion bonne , odeur bonne, client faible rendement) alors on chnage la bouteille si est seulement si la quantité est inféireur à 50ml",,,,"Question: Quel est le seuil de poids acceptable pour remplacer la bouteille ?
Answer: ca dépend de type de parfum , type de contrat et type de la commande. Si , le parfum est périmé ( à dépassé 6 mois ou un plus de 1 an), alors on doit obligatoirement changer la bouteille même si elle est pleine, et si on a essayé plusieurs fois changer la tete et essayé à la déboucher sans réusltat alors il faut changer la bouteille même si elle est pleine. MAintenant en cas de contrat de mise à disposition on fait le choix de le debut ( selon convention) si on va ajouter le parfum en vrac, ou bien on change toute la bouteille et pour les clients qui passe une commande et le client a passé moins de 2 bouteilles par an ( cad un client à faible rendement) et que la bouteille a dépassé 4 mois , alors  on change la bouteille si est seulement la quantité existante inférieur à 100 ml et que la diffusion est faible ou bien le parfum est faible. mais en général si même tout va bien ( cad diffusion bonne , odeur bonne, client faible rendement) alors on chnage la bouteille si est seulement si la quantité est inféireur à 50ml
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Quel est le seuil de poids acceptable pour remplacer la bouteille ?"", ""answer"": ""ca dépend de type de parfum , type de contrat et type de la commande. Si , le parfum est périmé ( à dépassé 6 mois ou un plus de 1 an), alors on doit obligatoirement changer la bouteille même si elle est pleine, et si on a essayé plusieurs fois changer la tete et essayé à la déboucher sans réusltat alors il faut changer la bouteille même si elle est pleine. MAintenant en cas de contrat de mise à disposition on fait le choix de le debut ( selon convention) si on va ajouter le parfum en vrac, ou bien on change toute la bouteille et pour les clients qui passe une commande et le client a passé moins de 2 bouteilles par an ( cad un client à faible rendement) et que la bouteille a dépassé 4 mois , alors  on change la bouteille si est seulement la quantité existante inférieur à 100 ml et que la diffusion est faible ou bien le parfum est faible. mais en général si même tout va bien ( cad diffusion bonne , odeur bonne, client faible rendement) alors on chnage la bouteille si est seulement si la quantité est inféireur à 50ml"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_15:response_1_question_15,data\raw_json\output_json.json,response_1_question_15,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Après combien de temps la bouteille devient-elle périmée ?,"sur le marché, la bouteille est valide à 2 mois ( convention du marché) si elle a été ouverte et 1 an si elle reste dans le stock client 1 an  . mais en générale, on peut laisser la bouteille dans le diffuseur jusqu'a 8 mois mais on doit informer que le client que la bouteille est périmé ds qu'elle dépasse 4 mois pourquil sera seule responsable en cas de réaction allergique",,,,"Question: Après combien de temps la bouteille devient-elle périmée ?
Answer: sur le marché, la bouteille est valide à 2 mois ( convention du marché) si elle a été ouverte et 1 an si elle reste dans le stock client 1 an  . mais en générale, on peut laisser la bouteille dans le diffuseur jusqu'a 8 mois mais on doit informer que le client que la bouteille est périmé ds qu'elle dépasse 4 mois pourquil sera seule responsable en cas de réaction allergique
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Après combien de temps la bouteille devient-elle périmée ?"", ""answer"": ""sur le marché, la bouteille est valide à 2 mois ( convention du marché) si elle a été ouverte et 1 an si elle reste dans le stock client 1 an  . mais en générale, on peut laisser la bouteille dans le diffuseur jusqu'a 8 mois mais on doit informer que le client que la bouteille est périmé ds qu'elle dépasse 4 mois pourquil sera seule responsable en cas de réaction allergique"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_16:response_1_question_16,data\raw_json\output_json.json,response_1_question_16,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Comment réagir lorsqu’une recharge est prévue mais qu’il n’y en a pas réellement ?,c'est pas claire cette question,,,,"Question: Comment réagir lorsqu’une recharge est prévue mais qu’il n’y en a pas réellement ?
Answer: c'est pas claire cette question
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Comment réagir lorsqu’une recharge est prévue mais qu’il n’y en a pas réellement ?"", ""answer"": ""c'est pas claire cette question"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_17:response_1_question_17,data\raw_json\output_json.json,response_1_question_17,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Que faire lorsque le tuyau se trouve à l’intérieur de l’appareil ?,"( ceci s'applique sur le model ASTREE et ICEBERG) on commence à faire les prise de photo et insepction avant ouverture diffuseur et on approuve que les autocollant et colle ont été arraché et informer le client. Puis on cherche le dépot de huile sur le couvercle en bois , si oui alors à 100% l diffuseur pourra etre diffectueux, pour etre sure on doit sentir l'air sorti du tuyaux provenant de la pompe qui alimente la bouteille de parfum, si on sent l'odeur du parfum de l'air, alors à 100% le huile à entrer dans la pompe et dans quelques jours les membranes à se casser même si à l'etat actuel la pompe fonctonne bien. Dans ce cas, on doit informer le lcient qu'il faut en urgence enmener le diffuseur pour diagnositique apporfondu et si le client refuse, alors on lui prévien que son diffuseur sera cassé prochainement. Si le technicien n'a pas pu faire l'insepction correctement, dans ce cas AROMAIR era esponsable si elle ne parvient pas le client et dans tous les cas le technicien refuse de livrer la bouteille et si le client tient bon pour la livraison on doit lui parvenir. ( le technicien doit assurer le paiement)",,,,"Question: Que faire lorsque le tuyau se trouve à l’intérieur de l’appareil ?
Answer: ( ceci s'applique sur le model ASTREE et ICEBERG) on commence à faire les prise de photo et insepction avant ouverture diffuseur et on approuve que les autocollant et colle ont été arraché et informer le client. Puis on cherche le dépot de huile sur le couvercle en bois , si oui alors à 100% l diffuseur pourra etre diffectueux, pour etre sure on doit sentir l'air sorti du tuyaux provenant de la pompe qui alimente la bouteille de parfum, si on sent l'odeur du parfum de l'air, alors à 100% le huile à entrer dans la pompe et dans quelques jours les membranes à se casser même si à l'etat actuel la pompe fonctonne bien. Dans ce cas, on doit informer le lcient qu'il faut en urgence enmener le diffuseur pour diagnositique apporfondu et si le client refuse, alors on lui prévien que son diffuseur sera cassé prochainement. Si le technicien n'a pas pu faire l'insepction correctement, dans ce cas AROMAIR era esponsable si elle ne parvient pas le client et dans tous les cas le technicien refuse de livrer la bouteille et si le client tient bon pour la livraison on doit lui parvenir. ( le technicien doit assurer le paiement)
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Que faire lorsque le tuyau se trouve à l’intérieur de l’appareil ?"", ""answer"": ""( ceci s'applique sur le model ASTREE et ICEBERG) on commence à faire les prise de photo et insepction avant ouverture diffuseur et on approuve que les autocollant et colle ont été arraché et informer le client. Puis on cherche le dépot de huile sur le couvercle en bois , si oui alors à 100% l diffuseur pourra etre diffectueux, pour etre sure on doit sentir l'air sorti du tuyaux provenant de la pompe qui alimente la bouteille de parfum, si on sent l'odeur du parfum de l'air, alors à 100% le huile à entrer dans la pompe et dans quelques jours les membranes à se casser même si à l'etat actuel la pompe fonctonne bien. Dans ce cas, on doit informer le lcient qu'il faut en urgence enmener le diffuseur pour diagnositique apporfondu et si le client refuse, alors on lui prévien que son diffuseur sera cassé prochainement. Si le technicien n'a pas pu faire l'insepction correctement, dans ce cas AROMAIR era esponsable si elle ne parvient pas le client et dans tous les cas le technicien refuse de livrer la bouteille et si le client tient bon pour la livraison on doit lui parvenir. ( le technicien doit assurer le paiement)"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_18:response_1_question_18,data\raw_json\output_json.json,response_1_question_18,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Que faire s’il n’y a pas d’autocollant sur le diffuseur ?,"si pas autocollant, on doit faire la même procédure si on trouve le tuyaux de diffison à l'inteirur même si le tiyaux est l'oextérieur, puisque le lcient à ouvert le chapeau du diffuseur et pourra oublier le tutyaux et pourra se rendre compte après kes jours quil a oublié le tuyaux et donc il va se faire se corriger",,,,"Question: Que faire s’il n’y a pas d’autocollant sur le diffuseur ?
Answer: si pas autocollant, on doit faire la même procédure si on trouve le tuyaux de diffison à l'inteirur même si le tiyaux est l'oextérieur, puisque le lcient à ouvert le chapeau du diffuseur et pourra oublier le tutyaux et pourra se rendre compte après kes jours quil a oublié le tuyaux et donc il va se faire se corriger
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Que faire s’il n’y a pas d’autocollant sur le diffuseur ?"", ""answer"": ""si pas autocollant, on doit faire la même procédure si on trouve le tuyaux de diffison à l'inteirur même si le tiyaux est l'oextérieur, puisque le lcient à ouvert le chapeau du diffuseur et pourra oublier le tutyaux et pourra se rendre compte après kes jours quil a oublié le tuyaux et donc il va se faire se corriger"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_1:response_1_question_1,data\raw_json\output_json.json,response_1_question_1,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Quelles anomalies doivent obligatoirement être signalées ?,"bouchage bouteille, quantité parfum existante de parfum depasse à celle prévue, décalage horaire, fermeture diffuseur, fuite parfum",,,,"Question: Quelles anomalies doivent obligatoirement être signalées ?
Answer: bouchage bouteille, quantité parfum existante de parfum depasse à celle prévue, décalage horaire, fermeture diffuseur, fuite parfum
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Quelles anomalies doivent obligatoirement être signalées ?"", ""answer"": ""bouchage bouteille, quantité parfum existante de parfum depasse à celle prévue, décalage horaire, fermeture diffuseur, fuite parfum"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_2:response_1_question_2,data\raw_json\output_json.json,response_1_question_2,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Quel est le délai normal pour traiter une panne ou une demande de recharge ?,24 heures et max 72 heures,,,,"Question: Quel est le délai normal pour traiter une panne ou une demande de recharge ?
Answer: 24 heures et max 72 heures
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Quel est le délai normal pour traiter une panne ou une demande de recharge ?"", ""answer"": ""24 heures et max 72 heures"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
output_json:response_1_question_3:response_1_question_3,data\raw_json\output_json.json,response_1_question_3,,knowledge_base_entry,knowledge:survey_knowledge,,,,,,,,,,Que faire lorsqu’il n’y a aucun affichage sur la partie logicielle ?,programmer pour réparer le diffuseur sur place ou dporter à l'atelier pour réparation,,,,"Question: Que faire lorsqu’il n’y a aucun affichage sur la partie logicielle ?
Answer: programmer pour réparer le diffuseur sur place ou dporter à l'atelier pour réparation
Category: survey_knowledge
Source: data\raw_json\output_json.json","{""question"": ""Que faire lorsqu’il n’y a aucun affichage sur la partie logicielle ?"", ""answer"": ""programmer pour réparer le diffuseur sur place ou dporter à l'atelier pour réparation"", ""category"": ""survey_knowledge"", ""response_index"": 1, ""timestamp"": ""2026-04-14T11:48:38.788000""}"
